EAN|DESCRIPTION
9780060546212|Adapted by Quentin Tarantino into the major motion picture "Jackie Brown", <i>Rum Punch</i> tells a story about a surprising duo who attempt to walk off into the Florida sunset with a hot half-million dollars.
9780061969577|<p><strong>The first book of the #1 <em>New York Times</em> bestselling series and the inspiration for the hit movie from Dreamworks!</strong></p><p>John Smith seems like an ordinary teenager, living a normal life with his guardian Henri in Paradise, Ohio. But for John, keeping a low profile is essential, because he is <em>not</em> an ordinary teenager. He&#8217;s an alien from the planet Lorien, and he&#8217;s on the run. A group of evil aliens from the planet Mogadore, who destroyed his world, are hunting anyone who escaped. </p><p>Nine Loric children were sent to Earth to live in hiding until they grew up and developed their Legacies, powers that would help them fight back&#8212;and help them save us. Three of them are now dead. John is Number Four, and he knows he&#8217;s next&#8230;.</p><p>Michael Bay, director of <em>Transformers</em>, raved&#58; &#8220;Number Four is a hero for this generation.&#8221; This epic story is perfect for fans of action-packed science fiction like The 5th Wave series by Rick Yancey, The Maze Runner series by James Dashner, and Orson Scott Card&#8217;s <em>Ender&#8217;s Game</em>. </p><p>The battle for Earth&#8217;s survival wages on. Read all of the books&#58; #2&#58; <em>The Power of Six</em>, #3&#58; <em>The Rise of Nine</em>, #4&#58; <em>The Fall of Five</em>, #5&#58; <em>The Revenge of Seven</em>, #6&#58; <em>The Fate of Ten</em>, and #7&#58; <em>United as One</em>.</p><p><strong>Don&#8217;t miss the first book in the brand-new I Am Number Four spin-off series&#58; <em>Generation One</em>.</strong></p>
9780590092425|The classic bedtime story and snuggly bunny slippers, packed in a reusable tote ready to take along for bedtime, naptime, or storytime.
9780316420570|<br><b>From the bestselling "legend" of baking</b><b> (<i>New York Times</i>)</b><b>, Maida Heatter, a modern-classic collection of her all-time best-loved, tried-and-true recipes</b><br><b><br></b><br><i>"Happiness is baking cookies. Happiness is giving them away. And serving them, and eating them, talking about them, reading and writing about them, thinking about them, and sharing them with you." </i><br><br>Maida Heatter is one of the most iconic and fondly remembered cookbook authors of all time. Her recipes, each a modern classic, are must-haves in every home baker's bag of tricks&#58; her cookies, cakes, muffins, tarts, pies, and sweets of all kinds range from extravagantly special to the comforting and everyday. Her brown-sugary Budapest Coffee Cake, her minty Palm Beach Brownies, her sophisticated East 62nd Street Lemon Cake, and many other desserts have inspired legions of devotees.<br><br><br><i>Happiness Is Baking</i> reproduces Maida's best-loved recipes in a fully illustrated new edition with a foreword by Dorie Greenspan. Developed for foolproof baking by experienced cooks and novices alice, these recipes bear Maida's trademark warmth, no-nonsense style, and her promise that they will work every time.<br><br><br><i>Happiness Is Baking</i> is the perfect gift for anyone who loves baking--or who knows the happiness that comes from a delicious dessert.
9780062855213|<P><b><i>Nothing compares to the physical chemistry between an immortal and his life mate&#8212;or to the spellbinding thrills in a new Argeneau novel by </i></b><b>New York Times<i> bestselling author Lynsay Sands&#8230;</i></b></p><P>&#160;</p><P>A simple promise to protect her friend&#8217;s infant son has turned Allie Chambers&#8217; existence upside down. Caring for&#8212;and feeding&#8212;an orphaned vampire baby has been tricky enough. But as little Liam grows, so does his appetite. He needs more blood than she can personally supply. And when her attempts to steal from a blood bank go awry, Allie wakes up surrounded by doctors, cops&#8230;and the gorgeous, mesmerizing Magnus, who she can neither trust nor resist.</p><P>Magnus never expected to find his life mate breaking into a blood bank. Clearly, Allie is already entwined with his world&#8212;in deeper, more dangerous ways than she realizes. A band of vicious rogue immortals is in pursuit, and Magnus&#8217; first task is to keep her safe. His second&#58; to awaken her to mind-blowing pleasure, and hope she&#8217;ll accept the life, and the passion, that only he can offer.</p><P>&#160;</p>
9780448489377|<P>Malala Yousafzai was a girl who loved to learn but was told that girls would no longer be allowed to go to school. She wrote a blog that called attention to what was happening in her beautiful corner of Pakistan and realized that words can bring about change. She has continued to speak out for the right of all children to have an education. In 2014 she won the Nobel Peace Prize.
9780316069502|<P><b>Defense attorney Mickey Haller is forced to bend the law until it breaks when he is hired to defend a man accused of killing a prostitute in this novel of courtroom suspense, the "best one yet" ( <i>The Washington Post</i>).</b><br><br>Mickey Haller gets the text, "Call me ASAP - 187," and the California penal code for murder immediately gets his attention. Murder cases have the highest stakes and the biggest paydays, and they always mean Haller has to be at the top of his game.<br><br>When Mickey learns that the victim was his own former client, a prostitute he thought he had rescued and put on the straight and narrow path, he knows he is on the hook for this one. He soon finds out that she was back in LA and back in the life. Far from saving her, Mickey may have been the one who put her in danger.<br><br>Haunted by the ghosts of his past, Mickey must work tirelessly and bring all his skill to bear on a case that could mean his ultimate redemption or proof of his ultimate guilt. <i>The Gods of Guilt </i>shows once again why "Michael Connelly excels, easily surpassing John Grisham in the building of courtroom suspense" ( <i>Los Angeles Times</i>).
9780062842732|<p><strong>The first in a sweeping and epic own voices debut fantasy trilogy&#8212;set in a stunning Latinx-inspired world&#8212;about a face-changing thief and a risk-taking prince who must team up to defeat a powerful evil they accidentally unleashed. Perfect for fans of Tomi Adeyemi, Leigh Bardugo, and V. E. Schwab.</strong></br></br>To Finn Voy, magic is two things&#58;&#160;a knife to hold under the chin of anyone who crosses her&#8230;and a disguise she shrugs on as easily as others pull on cloaks.</p><p>As a talented faceshifter, it&#8217;s been years since Finn has seen her own face, and that&#8217;s exactly how she likes it. But when Finn gets caught by a powerful mobster, she&#8217;s forced into an impossible mission&#58;&#160;steal a legendary treasure from Castallan&#8217;s royal palace or be stripped of her magic forever.</br></br>After the murder of his older brother, Prince Alfehr is first in line for the Castallan throne. But Alfie can&#8217;t help but feel that he will never live up to his brother&#8217;s legacy. Riddled with grief, Alfie is obsessed with finding a way to bring his brother back, even if it means dabbling in forbidden magic.</br></br>But when Finn and Alfie&#8217;s fates collide, they accidentally unlock a terrible, ancient power&#8212;which, if not contained, will devour the world. And with Castallan&#8217;s fate in their hands, Alfie and Finn must race to vanquish what they have unleashed, even if it means facing the deepest darkness in their pasts.</p>
9780062821386|<p><strong><em>New York Times</em> and <em>USA Today</em> Bestseller</strong></p><p><strong>&#8220;Eat food, not too much, mostly plants.&#8221; With these seven words, Michael Pollan&#8212;brother of Lori, Dana, and Tracy Pollan, and son of Corky&#8212;started a national conversation about how to eat for optimal health.&#160; A decade later, the value of a plant-based diet is widely accepted&#8211;&#8211;and yet for many people, easier said than done.</strong></p><p>So what does choosing &#8220;mostly plants&#8221; look like in real life? In families where not everyone is on the same vegetarian page the word &#8220;mostly&#8221; is key. The point isn&#8217;t necessarily to give up meat entirely but to build a diet that shifts the ratio of animal to plants to create delicious&#8211;&#8211;and nutritious&#8211;&#8211;meals sure to appeal to everyone.&#160;&#160; </p><p>There has never been a better time to cook with vegetables&#8212;and to move plants to the center of the American plate. Even if plants weren&#8217;t the better choice for your health, they make the case for themselves purely on the basis of deliciousness.</p><p>This approach to eating&#8212;also known as a flexitarian diet&#8211;&#8211;strikes the best balance on our plates between flavor and pleasure, and nutrition and sustainability. In <em>Mostly Plants</em>, readers will find inventive and unexpected ways to focus on cooking with vegetables&#8212;dishes such as Crispy Kale and Potato Hash with Fried Eggs; Tandoori Chicken and Vegetable Sheet Pan Supper; Salmon Farro Bowl; and Roasted Tomato Soup with Gruyere Chickpea &#8220;Croutons&#8221;. Here are recipes that keep the spotlight on the vegetables, at a time when the quality of fresh produce has never been better.</p><p>In <em>Mostly Plants</em> readers will find recipes that satisfy or can be adapted to almost all dietary needs; vegetarian, vegan, gluten free, and dairy free. And the best part&#58; many of these dishes can be on the table&#160;in 35 minutes&#160;or less! With skillet-to-oven recipes, sheet pan suppers, one-pot meals and more, this is real cooking for real life&#58; meals that are wholesome, delectable&#8211;&#8211;and mostly plants.</p>
9780446536240|<P><b>Discover the Women's Murder Club's most terrifying case ever in this <i>New York Times </i>bestseller. As a terrible series of fires blazes through California, the heat begins to rage too close to home.</b><br><br>A terrible fire in a wealthy suburban home leaves a married couple dead and Detective Lindsay Boxer and her partner Rich Conklin searching for clues. And after California's golden boy Michael Campion has been missing for a month, there finally seems to be a lead in his case-a very devastating lead.<br><br>As fire after fire consume couples in wealthy, comfortable homes, Lindsay and the Murder Club must race to find the arsonists responsible and get to the bottom of Michael Campion's disappearance. But suddenly the flames are raging too close to home.<br><br>Frightened for her life and torn between two men, Lindsay must find a way to solve the most daunting dilemmas she's ever faced-at work and at home.
9780060791926|<p>The Wallflowers</p><p>Four young ladies at the side of the ballroom make a pact to help each other find husbands . . . no matter what it takes</p><p>Proud and beautiful Annabelle Peyton could have her pick of suitors&#8212;if only she had a dowry. Her family is on the brink of disaster, and the only way Annabelle can save them is to marry a wealthy man. Unfortunately her most persistent admirer is the brash Simon Hunt, a handsome and ambitious entrepreneur who wants her as his mistress.</p><p>Annabelle is determined to resist Simon's wicked propositions, but she can't deny her attraction to the boldly seductive rogue, any more than he can resist the challenge she presents. As they try to outmaneuver each other, they find themselves surrendering to a love more powerful than they could have ever imagined. But fate may have other plans&#8212;and it will take all of Annabelle's courage to face a peril that could destroy everything she holds dear.</p>
9780307454546|<b>Murder mystery, family saga, love story, and financial intrigue combine into one satisfyingly complex and entertainingly atmospheric novel, the first in Stieg Larsson's thrilling Millenium series featuring Lisbeth Salander.</b><br><br>Harriet Vanger, a scion of one of Sweden's wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.
